txn_id,account_id,txn_date,txn_type,merchant,amount_usd,currency,signed_amount_usd
9000387,10423,2025-04-09,DEBIT,Target,168.39,USD,-168.39
9000388,10412,2025-02-24,CREDIT,Walmart,315.47,USD,315.47
9000389,11412,2024-11-05,DEBIT,Netflix,100.32,USD,-100.32
9000390,10344,2024-10-05,DEBIT,Apple,16.02,USD,-16.02
9000391,10649,2024-08-06,DEBIT,Amazon,158.5,USD,-158.5
9000392,10466,2025-11-27,CREDIT,Target,412.98,USD,412.98
9000393,10188,2024-11-02,DEBIT,Uber,200.17,USD,-200.17
9000394,11640,2024-11-09,CREDIT,CVS,208.13,USD,208.13
9000395,11391,2025-02-06,DEBIT,Netflix,235.04,USD,-235.04
9000396,11408,2025-12-29,CREDIT,Target,376.14,USD,376.14
9000397,11966,2025-05-02,CREDIT,Uber,240.53,USD,240.53
9000398,11121,2025-02-08,DEBIT,Netflix,46.55,USD,-46.55
9000399,10952,2025-01-13,CREDIT,Uber,103.99,USD,103.99
9000400,10269,2024-10-07,DEBIT,Costco,94.76,USD,-94.76
9000401,10664,2025-09-28,CREDIT,Apple,254.42,USD,254.42
9000402,11241,2025-11-21,CREDIT,Walmart,15.93,USD,15.93
9000403,10020,2024-11-22,DEBIT,Amazon,142.52,USD,-142.52
9000404,11295,2024-02-04,CREDIT,Shell,303.99,USD,303.99
9000405,10713,2024-03-10,DEBIT,Target,177.97,USD,-177.97
9000406,11183,2024-12-25,DEBIT,Netflix,354.15,USD,-354.15
9000407,11515,2025-11-20,DEBIT,Uber,196.22,USD,-196.22
9000408,10428,2025-02-11,DEBIT,Target,489.65,USD,-489.65
9000409,10575,2025-07-14,DEBIT,Costco,482.71,USD,-482.71
9000410,10595,2025-08-02,DEBIT,Apple,400.12,USD,-400.12
9000411,10584,2025-06-02,DEBIT,Apple,477.24,USD,-477.24
9000412,11595,2025-08-28,CREDIT,Apple,103.18,USD,103.18
9000413,11017,2025-01-18,CREDIT,Target,375.71,USD,375.71
9000414,11889,2024-03-21,CREDIT,Apple,161.51,USD,161.51
9000415,10990,2025-03-13,DEBIT,Uber,362.92,USD,-362.92
9000416,10658,2024-09-06,DEBIT,Walmart,187.57,USD,-187.57
9000417,11070,2024-02-07,CREDIT,Target,145.42,USD,145.42
9000418,10222,2024-02-14,DEBIT,Uber,479.44,USD,-479.44
9000419,10959,2024-12-24,DEBIT,Amazon,105.73,USD,-105.73
9000420,10157,2024-05-16,DEBIT,Netflix,379.53,USD,-379.53
9000421,11070,2025-04-05,DEBIT,Starbucks,337.66,USD,-337.66
9000422,10800,2025-01-01,CREDIT,Costco,152.44,USD,152.44
9000423,10721,2024-10-31,CREDIT,Apple,229.71,USD,229.71
9000424,11556,2024-08-16,DEBIT,Shell,72.33,USD,-72.33
9000425,11374,2024-07-01,CREDIT,Costco,460.68,USD,460.68
9000426,10318,2025-04-11,DEBIT,Apple,484.09,USD,-484.09
9000427,11254,2024-07-22,CREDIT,Netflix,366.5,USD,366.5
9000428,10297,2025-09-14,DEBIT,Apple,424.86,USD,-424.86
9000429,10444,2024-03-08,DEBIT,Apple,42.23,USD,-42.23
9000430,10104,2025-07-03,DEBIT,Walmart,192.6,USD,-192.6
9000431,11661,2025-12-10,CREDIT,Starbucks,166.07,USD,166.07
9000432,10882,2024-10-31,DEBIT,Apple,282.91,USD,-282.91
9000433,11322,2025-08-26,CREDIT,CVS,92.49,USD,92.49
9000434,11091,2025-09-19,DEBIT,Starbucks,282.13,USD,-282.13
9000435,10537,2024-04-04,DEBIT,Uber,327.53,USD,-327.53
9000436,10672,2025-12-25,CREDIT,Apple,67.04,USD,67.04
9000437,11643,2024-09-02,DEBIT,Apple,66.73,USD,-66.73
9000438,10800,2025-11-15,DEBIT,Shell,18.68,USD,-18.68
9000439,10816,2024-03-19,CREDIT,Shell,380.69,USD,380.69
9000440,11619,2025-03-08,DEBIT,CVS,166.17,USD,-166.17
9000441,11064,2024-10-06,DEBIT,Amazon,113.48,USD,-113.48
9000442,11223,2025-10-22,DEBIT,Walmart,389.27,USD,-389.27
9000443,11571,2025-01-03,DEBIT,Amazon,72.48,USD,-72.48
9000444,10967,2024-10-05,DEBIT,CVS,214.16,USD,-214.16
9000445,10862,2024-12-16,CREDIT,Netflix,372.65,USD,372.65
9000446,11398,2024-08-13,DEBIT,Shell,287.34,USD,-287.34
9000447,11429,2025-02-09,DEBIT,Target,277.45,USD,-277.45
9000448,11257,2025-03-21,DEBIT,Target,79.57,USD,-79.57
9000449,11531,2024-11-18,DEBIT,Netflix,91.29,USD,-91.29
9000450,10241,2025-09-21,DEBIT,Shell,291.7,USD,-291.7
9000451,10942,2024-03-13,CREDIT,Apple,12.76,USD,12.76
9000452,11362,2025-06-01,DEBIT,Shell,434.69,USD,-434.69
9000453,10019,2024-11-16,DEBIT,Walmart,175.88,USD,-175.88
9000454,11878,2024-01-22,CREDIT,Netflix,208.89,USD,208.89
9000455,11687,2024-06-27,DEBIT,Starbucks,129.96,USD,-129.96
9000456,10893,2025-12-08,DEBIT,Apple,438.46,USD,-438.46
9000457,11194,2024-04-18,DEBIT,Netflix,321.61,USD,-321.61
9000458,11239,2025-01-06,DEBIT,Costco,225.5,USD,-225.5
9000459,11891,2025-11-27,DEBIT,Netflix,293.07,USD,-293.07
9000460,10840,2025-03-31,DEBIT,Amazon,190.8,USD,-190.8
9000461,10743,2025-07-20,DEBIT,Starbucks,233.33,USD,-233.33
9000462,11039,2024-08-16,DEBIT,Uber,179.46,USD,-179.46
9000463,11306,2025-06-14,DEBIT,Shell,205.93,USD,-205.93
9000464,10300,2024-12-29,DEBIT,Netflix,158.17,USD,-158.17
9000465,10164,2025-02-28,CREDIT,Uber,39.74,USD,39.74
9000466,10780,2024-08-03,CREDIT,Target,19.64,USD,19.64
9000467,11714,2024-02-17,DEBIT,Apple,87.88,USD,-87.88
9000468,11281,2025-04-09,DEBIT,Shell,126.57,USD,-126.57
9000469,11611,2025-11-02,CREDIT,Target,445.35,USD,445.35
9000470,11640,2024-09-29,DEBIT,Starbucks,306.01,USD,-306.01
9000471,10352,2025-08-30,CREDIT,CVS,479.19,USD,479.19
9000472,11110,2024-01-30,DEBIT,Amazon,170.48,USD,-170.48
9000473,11850,2025-09-24,DEBIT,CVS,201.47,USD,-201.47
9000474,11020,2024-07-08,CREDIT,CVS,360.16,USD,360.16
9000475,11549,2024-05-31,CREDIT,Shell,289.37,USD,289.37
9000476,10870,2025-01-10,DEBIT,Netflix,264.41,USD,-264.41
9000477,11968,2024-09-11,CREDIT,Shell,288.21,USD,288.21
9000478,11821,2025-12-03,DEBIT,Walmart,292.48,USD,-292.48
9000479,10758,2025-10-15,CREDIT,Netflix,383.1,USD,383.1
9000480,10877,2024-02-03,DEBIT,Uber,334.37,USD,-334.37
9000481,10752,2024-07-05,DEBIT,Walmart,478.7,USD,-478.7
9000482,10865,2025-03-24,CREDIT,Costco,474.03,USD,474.03
9000483,11032,2024-03-26,DEBIT,Starbucks,211.54,USD,-211.54
9000484,11486,2025-11-03,DEBIT,Netflix,18.83,USD,-18.83
9000485,11559,2024-04-27,DEBIT,Uber,6.53,USD,-6.53
9000486,11647,2025-09-14,DEBIT,CVS,62.47,USD,-62.47
9000487,11320,2024-02-27,DEBIT,Uber,38.37,USD,-38.37
9000488,11979,2024-01-18,DEBIT,Target,187.31,USD,-187.31
9000489,11240,2024-05-19,DEBIT,Amazon,27.38,USD,-27.38
9000490,10227,2025-04-02,CREDIT,Walmart,312.83,USD,312.83
9000491,11055,2025-12-06,DEBIT,Costco,95.9,USD,-95.9
9000492,10430,2025-10-03,DEBIT,Amazon,257.47,USD,-257.47
9000493,10788,2024-07-30,CREDIT,Starbucks,52.44,USD,52.44
9000494,10169,2025-04-30,DEBIT,Walmart,414.04,USD,-414.04
9000495,11254,2024-04-29,DEBIT,Uber,390.2,USD,-390.2
9000496,10069,2025-07-07,DEBIT,Netflix,193.86,USD,-193.86
9000497,11134,2024-01-03,CREDIT,Starbucks,455.39,USD,455.39
9000498,11112,2024-08-16,DEBIT,Amazon,93.66,USD,-93.66
9000499,10001,2024-08-16,CREDIT,Target,407.15,USD,407.15
9000500,11950,2024-12-08,CREDIT,CVS,273.38,USD,273.38
9000501,11079,2024-05-20,DEBIT,Costco,165.46,USD,-165.46
9000502,10669,2024-02-26,CREDIT,Amazon,43.1,USD,43.1
9000503,11982,2024-08-03,DEBIT,CVS,86.48,USD,-86.48
9000504,10270,2025-10-04,DEBIT,Uber,431.57,USD,-431.57
9000505,11297,2024-04-23,DEBIT,Starbucks,303.84,USD,-303.84
9000506,10543,2025-12-03,DEBIT,CVS,119.31,USD,-119.31
9000507,10269,2024-10-20,CREDIT,Target,248.43,USD,248.43
9000508,10189,2024-01-28,CREDIT,Target,54.81,USD,54.81
9000509,10721,2025-06-21,DEBIT,Amazon,50.32,USD,-50.32
9000510,11506,2025-08-18,DEBIT,Apple,453.97,USD,-453.97
9000511,11331,2024-11-16,CREDIT,Uber,229.47,USD,229.47
9000512,10021,2025-12-14,DEBIT,Shell,181.42,USD,-181.42
9000513,10013,2025-07-26,DEBIT,Apple,474.59,USD,-474.59
9000514,11509,2025-11-27,DEBIT,Target,200.1,USD,-200.1
9000515,11741,2025-05-27,CREDIT,Netflix,168.78,USD,168.78
9000516,11569,2024-02-01,DEBIT,Target,137.22,USD,-137.22
9000517,11877,2025-02-14,DEBIT,Costco,282.97,USD,-282.97
9000518,11487,2025-01-31,DEBIT,Shell,279.65,USD,-279.65
9000519,10567,2024-01-17,CREDIT,Target,9.08,USD,9.08
9000520,11775,2025-08-23,DEBIT,Walmart,327.38,USD,-327.38
9000521,11972,2024-02-21,CREDIT,Target,394.37,USD,394.37
9000522,11456,2025-01-04,DEBIT,Uber,308.37,USD,-308.37
9000523,10574,2024-06-12,CREDIT,Target,435.07,USD,435.07
9000524,11423,2024-10-29,CREDIT,Costco,138.93,USD,138.93
9000525,10591,2025-03-25,CREDIT,CVS,96.8,USD,96.8
9000526,10551,2025-06-27,CREDIT,Walmart,348.94,USD,348.94
9000527,10805,2025-12-10,DEBIT,Shell,95.09,USD,-95.09
9000528,10913,2025-05-16,CREDIT,Netflix,46.46,USD,46.46
9000529,10278,2024-12-16,DEBIT,Amazon,49.21,USD,-49.21
9000530,10767,2025-01-13,DEBIT,Apple,384.43,USD,-384.43
9000531,11133,2025-03-14,DEBIT,Apple,15.34,USD,-15.34
9000532,10047,2024-07-19,CREDIT,Costco,145.44,USD,145.44
9000533,10743,2024-04-16,DEBIT,CVS,65.46,USD,-65.46
9000534,11105,2025-05-19,DEBIT,Shell,377.7,USD,-377.7
9000535,10685,2025-01-18,CREDIT,Netflix,252.24,USD,252.24
9000536,10624,2024-10-22,DEBIT,Netflix,103.54,USD,-103.54
9000537,11301,2024-01-28,DEBIT,Starbucks,375.46,USD,-375.46
9000538,10380,2024-12-02,CREDIT,Walmart,375.43,USD,375.43
9000539,10309,2024-10-13,CREDIT,CVS,261.99,USD,261.99
9000540,10551,2025-09-22,DEBIT,Starbucks,138.65,USD,-138.65
9000541,10541,2024-12-08,CREDIT,Amazon,293.55,USD,293.55
9000542,10766,2024-01-31,DEBIT,CVS,466.83,USD,-466.83
9000543,11263,2025-10-27,DEBIT,Apple,26.77,USD,-26.77
9000544,11206,2025-05-01,CREDIT,Walmart,134.21,USD,134.21
9000545,10183,2025-09-10,CREDIT,Amazon,143.2,USD,143.2
9000546,11577,2024-09-07,CREDIT,Amazon,316.27,USD,316.27
9000547,11961,2024-12-28,CREDIT,Amazon,325.93,USD,325.93
9000548,11981,2024-04-16,CREDIT,Uber,103.95,USD,103.95
9000549,10465,2025-05-20,DEBIT,Starbucks,108.83,USD,-108.83
9000550,10638,2025-03-17,DEBIT,Starbucks,464.18,USD,-464.18
9000551,11460,2024-04-26,CREDIT,Amazon,378.39,USD,378.39
9000552,10593,2024-09-01,CREDIT,Apple,467.2,USD,467.2
9000553,11256,2024-03-19,DEBIT,Target,415.0,USD,-415.0
9000554,11844,2025-04-30,DEBIT,Uber,201.66,USD,-201.66
9000555,10703,2024-01-23,CREDIT,Starbucks,61.83,USD,61.83
9000556,10000,2024-07-15,CREDIT,Uber,315.15,USD,315.15
9000557,11528,2024-12-26,CREDIT,Uber,176.64,USD,176.64
9000558,11007,2025-11-30,DEBIT,CVS,213.28,USD,-213.28
9000559,10361,2025-03-02,DEBIT,Amazon,213.51,USD,-213.51
9000560,10718,2024-08-04,CREDIT,Walmart,468.32,USD,468.32
9000561,11732,2025-10-27,DEBIT,Walmart,35.36,USD,-35.36
9000562,10282,2025-12-07,CREDIT,Walmart,97.36,USD,97.36
9000563,11552,2025-09-19,DEBIT,CVS,304.36,USD,-304.36
9000564,10830,2024-07-14,CREDIT,Amazon,442.0,USD,442.0
9000565,11919,2025-07-20,CREDIT,CVS,459.05,USD,459.05
9000566,10168,2025-11-17,CREDIT,Shell,279.79,USD,279.79
9000567,10888,2025-03-18,CREDIT,Amazon,18.25,USD,18.25
9000568,11209,2025-04-03,CREDIT,Shell,182.08,USD,182.08
9000569,10121,2025-04-03,CREDIT,Amazon,459.5,USD,459.5
9000570,10440,2025-04-28,CREDIT,CVS,250.47,USD,250.47
9000571,11759,2024-05-23,CREDIT,Target,363.58,USD,363.58
9000572,10638,2024-11-09,CREDIT,Costco,135.33,USD,135.33
9000573,11701,2025-12-29,CREDIT,Shell,13.48,USD,13.48
9000574,10473,2024-09-13,DEBIT,Walmart,289.6,USD,-289.6
9000575,11145,2025-09-30,CREDIT,Uber,417.66,USD,417.66
9000576,11857,2025-04-18,CREDIT,Shell,495.14,USD,495.14
9000577,10731,2025-11-15,CREDIT,Costco,423.47,USD,423.47
9000578,10940,2025-08-28,DEBIT,Netflix,277.44,USD,-277.44
9000579,11814,2025-05-13,DEBIT,Amazon,304.76,USD,-304.76
9000580,10659,2024-08-06,DEBIT,Shell,412.26,USD,-412.26
9000581,10291,2025-07-17,DEBIT,Amazon,10.89,USD,-10.89
9000582,10937,2025-06-14,DEBIT,Costco,475.87,USD,-475.87
9000583,10246,2024-12-23,CREDIT,Shell,266.08,USD,266.08
9000584,11941,2024-08-24,CREDIT,Uber,476.07,USD,476.07
9000585,10187,2025-11-13,DEBIT,CVS,382.49,USD,-382.49
9000586,11546,2024-10-01,CREDIT,Uber,77.01,USD,77.01
9000587,11307,2025-11-02,CREDIT,Uber,83.46,USD,83.46
9000588,10556,2025-07-30,DEBIT,Apple,177.47,USD,-177.47
9000589,11147,2024-08-04,CREDIT,Walmart,132.73,USD,132.73
9000590,10889,2025-07-12,DEBIT,Uber,220.21,USD,-220.21
9000591,10246,2025-01-31,CREDIT,Uber,302.35,USD,302.35
9000592,11429,2024-03-14,CREDIT,Shell,218.85,USD,218.85
9000593,11360,2025-11-06,CREDIT,Walmart,29.15,USD,29.15
9000594,10958,2025-12-10,CREDIT,Shell,487.84,USD,487.84
9000595,11182,2024-11-23,DEBIT,CVS,213.14,USD,-213.14
9000596,11290,2025-02-11,CREDIT,Walmart,425.69,USD,425.69
9000597,10291,2024-05-27,DEBIT,Costco,37.9,USD,-37.9
9000598,11613,2024-03-26,CREDIT,Costco,405.22,USD,405.22
9000599,11826,2025-06-04,CREDIT,Apple,87.53,USD,87.53
9000600,10894,2025-05-17,DEBIT,CVS,340.02,USD,-340.02
9000601,10150,2024-08-19,CREDIT,Starbucks,331.24,USD,331.24
9000602,11308,2025-05-12,DEBIT,Netflix,454.99,USD,-454.99
9000603,10150,2025-02-26,CREDIT,Shell,161.02,USD,161.02
9000604,10123,2025-04-11,CREDIT,Shell,55.37,USD,55.37
9000605,11763,2024-09-03,CREDIT,Target,432.42,USD,432.42
9000606,10271,2025-01-04,CREDIT,Target,166.46,USD,166.46
9000607,11894,2025-05-27,DEBIT,Starbucks,117.03,USD,-117.03
9000608,11363,2024-04-14,DEBIT,Starbucks,243.62,USD,-243.62
9000609,11752,2024-08-21,CREDIT,Walmart,73.92,USD,73.92
9000610,10658,2025-04-02,CREDIT,Starbucks,149.18,USD,149.18
9000611,11753,2024-09-13,DEBIT,Amazon,193.26,USD,-193.26
9000612,10607,2025-04-19,CREDIT,Netflix,139.35,USD,139.35
9000613,11470,2025-08-15,CREDIT,Netflix,225.68,USD,225.68
9000614,11585,2025-09-26,DEBIT,Amazon,192.94,USD,-192.94
9000615,10980,2024-06-20,DEBIT,Target,387.52,USD,-387.52
9000616,11480,2024-09-29,DEBIT,Shell,459.29,USD,-459.29
9000617,10554,2024-07-12,DEBIT,Costco,51.36,USD,-51.36
9000618,10530,2024-04-21,CREDIT,Target,411.83,USD,411.83
9000619,11136,2024-01-23,DEBIT,Apple,465.95,USD,-465.95
9000620,11912,2024-11-10,DEBIT,Apple,343.62,USD,-343.62
9000621,10724,2024-07-20,CREDIT,Apple,498.21,USD,498.21
9000622,11553,2025-05-15,CREDIT,Starbucks,168.19,USD,168.19
9000623,10645,2025-09-09,CREDIT,Apple,415.32,USD,415.32
9000624,11826,2025-08-28,DEBIT,Apple,337.18,USD,-337.18
9000625,11549,2024-01-25,CREDIT,CVS,162.39,USD,162.39
9000626,10063,2025-10-18,DEBIT,Apple,352.63,USD,-352.63
9000627,11416,2025-05-22,DEBIT,Shell,255.3,USD,-255.3
9000628,11698,2024-12-31,DEBIT,Apple,95.3,USD,-95.3
9000629,11793,2025-06-14,CREDIT,Target,87.77,USD,87.77
9000630,11522,2025-12-22,DEBIT,Netflix,356.99,USD,-356.99
9000631,10517,2025-08-16,CREDIT,Apple,356.25,USD,356.25
9000632,11378,2024-02-15,DEBIT,Costco,265.86,USD,-265.86
9000633,11656,2024-02-04,DEBIT,Uber,251.21,USD,-251.21
9000634,11176,2024-07-20,DEBIT,Amazon,90.84,USD,-90.84
9000635,10328,2025-06-18,DEBIT,Apple,215.21,USD,-215.21
9000636,10689,2024-12-30,CREDIT,Costco,435.83,USD,435.83
9000637,10478,2025-04-14,DEBIT,Shell,427.51,USD,-427.51
9000638,10390,2024-10-26,DEBIT,Walmart,330.8,USD,-330.8
9000639,10574,2025-02-19,CREDIT,Target,498.68,USD,498.68
9000640,10411,2024-12-11,DEBIT,Shell,446.7,USD,-446.7
9000641,11281,2024-12-14,DEBIT,Costco,73.47,USD,-73.47
9000642,11600,2025-11-29,DEBIT,Shell,200.17,USD,-200.17
9000643,10868,2024-07-08,CREDIT,CVS,66.84,USD,66.84
9000644,10506,2025-02-06,DEBIT,Amazon,233.58,USD,-233.58
9000645,11722,2024-12-14,CREDIT,Target,388.42,USD,388.42
9000646,11943,2025-01-07,CREDIT,Shell,78.74,USD,78.74
9000647,10957,2025-09-30,DEBIT,Amazon,440.33,USD,-440.33
9000648,11762,2025-05-19,DEBIT,Netflix,284.96,USD,-284.96
9000649,11734,2024-10-17,CREDIT,Uber,374.72,USD,374.72
9000650,10293,2024-04-20,DEBIT,Netflix,23.53,USD,-23.53
9000651,10762,2025-07-08,DEBIT,Uber,47.83,USD,-47.83
9000652,11500,2025-05-17,DEBIT,Shell,310.81,USD,-310.81
9000653,11853,2024-10-27,DEBIT,Apple,419.26,USD,-419.26
9000654,11728,2025-10-07,DEBIT,CVS,437.06,USD,-437.06
9000655,10507,2024-01-13,DEBIT,CVS,344.5,USD,-344.5
9000656,10118,2025-06-06,CREDIT,Shell,101.27,USD,101.27
9000657,11714,2024-04-11,CREDIT,Amazon,98.32,USD,98.32
9000658,10477,2024-07-15,DEBIT,Costco,440.8,USD,-440.8
9000659,10563,2025-01-25,DEBIT,Costco,57.5,USD,-57.5
9000660,11645,2024-02-24,CREDIT,Apple,343.35,USD,343.35
9000661,11759,2024-07-01,DEBIT,Costco,267.22,USD,-267.22
9000662,10841,2024-01-19,CREDIT,Apple,211.29,USD,211.29
9000663,11633,2024-12-28,CREDIT,Apple,220.73,USD,220.73
9000664,11342,2025-04-17,DEBIT,Uber,472.66,USD,-472.66
9000665,11418,2024-01-09,DEBIT,Target,430.86,USD,-430.86
9000666,11071,2025-10-21,DEBIT,Target,432.63,USD,-432.63
9000667,11636,2024-01-25,DEBIT,Walmart,203.9,USD,-203.9
9000668,11461,2024-11-01,CREDIT,Uber,54.38,USD,54.38
9000669,10474,2025-08-06,CREDIT,Costco,498.92,USD,498.92
9000670,10945,2025-03-09,DEBIT,Netflix,73.53,USD,-73.53
9000671,10751,2025-02-25,CREDIT,Target,258.28,USD,258.28
9000672,11609,2024-02-26,DEBIT,Shell,133.04,USD,-133.04
9000673,10549,2025-06-17,DEBIT,Costco,255.86,USD,-255.86
9000674,10727,2025-07-01,DEBIT,Amazon,153.16,USD,-153.16
9000675,10135,2024-06-27,CREDIT,Amazon,448.55,USD,448.55
9000676,10517,2024-03-08,CREDIT,Costco,484.2,USD,484.2
9000677,10758,2025-05-10,DEBIT,Costco,205.62,USD,-205.62
9000678,10323,2024-01-01,CREDIT,Netflix,36.02,USD,36.02
9000679,11220,2024-02-17,DEBIT,Target,332.0,USD,-332.0
9000680,11925,2025-02-20,DEBIT,Uber,188.94,USD,-188.94
9000681,10110,2025-10-25,CREDIT,Netflix,493.0,USD,493.0
9000682,11823,2024-07-15,DEBIT,Costco,45.6,USD,-45.6
9000683,11573,2025-07-23,DEBIT,Shell,60.44,USD,-60.44
9000684,11138,2024-02-17,DEBIT,Shell,350.01,USD,-350.01
9000685,11720,2024-12-20,DEBIT,Amazon,379.57,USD,-379.57
9000686,10723,2024-08-21,CREDIT,Apple,236.08,USD,236.08
9000687,10487,2025-03-12,CREDIT,Apple,139.36,USD,139.36
9000688,10364,2025-11-30,CREDIT,Starbucks,155.6,USD,155.6
9000689,11507,2025-09-17,DEBIT,Amazon,169.65,USD,-169.65
9000690,10766,2024-03-30,CREDIT,Target,113.42,USD,113.42
9000691,10831,2025-01-03,DEBIT,Uber,425.47,USD,-425.47
9000692,11333,2024-06-17,CREDIT,CVS,33.47,USD,33.47
9000693,10112,2024-12-28,CREDIT,Netflix,204.23,USD,204.23
9000694,11293,2024-06-25,DEBIT,Starbucks,374.05,USD,-374.05
9000695,10319,2025-05-14,DEBIT,Walmart,2.91,USD,-2.91
9000696,11969,2025-12-04,DEBIT,Target,439.14,USD,-439.14
9000697,10174,2024-05-12,DEBIT,Amazon,353.44,USD,-353.44
9000698,11845,2024-06-20,DEBIT,Apple,37.61,USD,-37.61
9000699,11042,2025-06-13,DEBIT,Shell,447.6,USD,-447.6
9000700,11226,2025-03-16,DEBIT,Uber,244.17,USD,-244.17
9000701,11958,2024-04-21,DEBIT,Walmart,326.47,USD,-326.47
9000702,11984,2024-02-09,CREDIT,Uber,441.13,USD,441.13
9000703,10125,2024-04-11,DEBIT,CVS,440.7,USD,-440.7
9000704,10994,2025-01-03,DEBIT,Uber,204.96,USD,-204.96
9000705,11490,2024-06-22,DEBIT,Starbucks,119.61,USD,-119.61
9000706,10253,2024-12-06,CREDIT,Target,129.45,USD,129.45
9000707,11851,2024-07-14,CREDIT,Costco,383.2,USD,383.2
9000708,10928,2025-08-06,DEBIT,Netflix,464.79,USD,-464.79
9000709,10766,2024-06-30,CREDIT,Costco,37.04,USD,37.04
9000710,11823,2024-11-18,DEBIT,Netflix,8.49,USD,-8.49
9000711,10291,2024-04-22,CREDIT,CVS,411.64,USD,411.64
9000712,11175,2025-11-05,DEBIT,Uber,193.91,USD,-193.91
9000713,11962,2025-07-04,DEBIT,Starbucks,138.95,USD,-138.95
9000714,10198,2024-08-22,DEBIT,Netflix,95.0,USD,-95.0
9000715,11222,2025-05-19,DEBIT,Apple,173.89,USD,-173.89
9000716,11837,2024-03-11,CREDIT,Costco,485.76,USD,485.76
9000717,10686,2024-08-06,CREDIT,Target,488.56,USD,488.56
9000718,11476,2025-05-31,CREDIT,Shell,166.43,USD,166.43
9000719,10781,2024-06-13,CREDIT,CVS,481.88,USD,481.88
9000720,10940,2025-05-27,CREDIT,Uber,150.63,USD,150.63
9000721,11203,2025-01-15,DEBIT,Costco,427.39,USD,-427.39
9000722,10217,2024-07-02,CREDIT,Amazon,106.79,USD,106.79
9000723,10629,2025-01-03,CREDIT,Starbucks,413.42,USD,413.42
9000724,10817,2025-03-23,CREDIT,Uber,177.51,USD,177.51
9000725,10832,2024-01-08,CREDIT,Starbucks,98.67,USD,98.67
9000726,11868,2025-09-11,CREDIT,Apple,467.46,USD,467.46
9000727,11343,2025-01-16,DEBIT,Amazon,107.88,USD,-107.88
9000728,10022,2025-01-16,DEBIT,Shell,495.93,USD,-495.93
9000729,10636,2025-03-23,DEBIT,Target,55.18,USD,-55.18
9000730,11107,2025-11-27,CREDIT,Netflix,6.0,USD,6.0
9000731,10710,2024-06-02,DEBIT,Netflix,435.53,USD,-435.53
9000732,11349,2024-02-03,CREDIT,Costco,293.72,USD,293.72
9000733,10698,2025-05-11,CREDIT,Netflix,211.39,USD,211.39
9000734,10328,2024-01-22,CREDIT,Shell,41.9,USD,41.9
9000735,11627,2025-01-14,CREDIT,Uber,287.87,USD,287.87
9000736,11353,2024-05-27,DEBIT,CVS,197.47,USD,-197.47
9000737,11717,2025-10-24,DEBIT,Uber,242.33,USD,-242.33
9000738,11762,2025-08-01,CREDIT,CVS,315.57,USD,315.57
9000739,10710,2025-08-12,CREDIT,Shell,320.33,USD,320.33
9000740,10472,2025-07-04,CREDIT,Uber,480.34,USD,480.34
9000741,10477,2025-11-07,CREDIT,Uber,327.87,USD,327.87
9000742,11258,2024-04-08,DEBIT,CVS,170.36,USD,-170.36
9000743,10921,2025-10-02,CREDIT,Target,165.49,USD,165.49
9000744,10555,2025-06-14,DEBIT,Target,239.1,USD,-239.1
9000745,10587,2024-09-27,CREDIT,Uber,130.4,USD,130.4
9000746,11676,2024-01-01,DEBIT,Walmart,188.84,USD,-188.84
9000747,10693,2024-10-13,DEBIT,Target,421.21,USD,-421.21
9000748,10118,2024-06-28,CREDIT,Walmart,430.02,USD,430.02
9000749,11063,2024-09-12,CREDIT,Apple,314.27,USD,314.27
9000750,10259,2024-06-22,CREDIT,Target,291.84,USD,291.84
9000751,10948,2024-02-19,CREDIT,Walmart,214.12,USD,214.12
9000752,10755,2025-06-15,DEBIT,Costco,318.31,USD,-318.31
9000753,11664,2025-09-08,DEBIT,Shell,403.22,USD,-403.22
9000754,10005,2024-07-08,CREDIT,Starbucks,369.19,USD,369.19
9000755,10310,2024-02-12,CREDIT,Costco,18.69,USD,18.69
9000756,10065,2025-05-31,CREDIT,Starbucks,365.83,USD,365.83
9000757,11397,2024-03-06,DEBIT,Starbucks,360.25,USD,-360.25
9000758,10730,2025-01-30,DEBIT,Uber,50.4,USD,-50.4
9000759,11169,2024-09-07,CREDIT,Target,75.97,USD,75.97
9000760,11257,2024-05-07,DEBIT,CVS,394.17,USD,-394.17
9000761,10028,2025-11-27,DEBIT,Costco,279.94,USD,-279.94
9000762,11844,2024-07-06,DEBIT,Uber,410.99,USD,-410.99
9000763,11696,2024-07-01,CREDIT,Netflix,93.19,USD,93.19
9000764,11666,2025-08-05,DEBIT,Starbucks,16.28,USD,-16.28
9000765,10659,2025-07-31,CREDIT,Netflix,81.81,USD,81.81
9000766,10899,2025-10-28,CREDIT,Shell,226.83,USD,226.83
9000767,11617,2025-02-15,DEBIT,Shell,262.12,USD,-262.12
9000768,10903,2024-03-19,DEBIT,CVS,428.99,USD,-428.99
9000769,11493,2024-01-19,DEBIT,Apple,358.38,USD,-358.38
9000770,10360,2025-04-22,DEBIT,Starbucks,495.2,USD,-495.2
9000771,11877,2024-02-14,DEBIT,Walmart,40.28,USD,-40.28
9000772,11618,2024-08-09,DEBIT,Shell,65.98,USD,-65.98
9000773,11947,2024-05-08,DEBIT,Starbucks,43.09,USD,-43.09
9000774,10961,2025-09-09,DEBIT,Shell,269.69,USD,-269.69
